seed,input_rate,max_time,num_restarts,deact_weight,time_pressure,max_capacity,act_rest,input_name,sub_threshold,coop_weight,k,tau,comp_weight,coop_asymmetry,prune_threshold,start_produce,num_restarts,noise_std,ext_weight,conf_threshold,partial_readout,structural_compactness,utterance_intervals,cxn_usage_count,num_utterances,PASSIVE,ACTIVE,global_syntactic_complexity,syntactic_complexity,utterance_lengths,requested_info,num_requests,first_request,max_BLEU_score,utterance
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
982979794,100,1000,10,0.0,50.0,nan,0.001,patient_action_agent,0.8,1.0,10,1000,-10.0,1.0,0.01,10,10,1.0,1.0,0.3,0.0,2.0,134.0,5.0,2.0,0.0,1.0,0.2,0.125,2.0,nan,nan,nan,nan,<START><70>man<204>girl kick man<END>
