seed,input_rate,max_time,num_restarts,deact_weight,time_pressure,max_capacity,act_rest,input_name,sub_threshold,coop_weight,k,tau,comp_weight,coop_asymmetry,prune_threshold,start_produce,num_restarts,noise_std,ext_weight,conf_threshold,partial_readout,structural_compactness,utterance_intervals,cxn_usage_count,num_utterances,PASSIVE,ACTIVE,global_syntactic_complexity,syntactic_complexity,utterance_lengths,requested_info,num_requests,max_BLEU_score,utterance
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.4,3.1,31.4444444444,17.0,10.0,1.0,0.0,0.0588235294118,0.025,3.1,<START><220>ENTITY_46079(e2)<241>ENTITY_46079(e2)<262>ENTITY_46079(e2)<283>ENTITY_46079(e2)<END>,4,nan,<START><21>kick<120>kick<141>kick<162>kick<183>man<220>man is kick -ed by<241>man is kick -ed by<262>man is kick -ed by<283>man is kick -ed by<304>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.4,3.1,31.4444444444,17.0,10.0,1.0,0.0,0.0588235294118,0.025,3.1,<START><220>ENTITY_46079(e2)<241>ENTITY_46079(e2)<262>ENTITY_46079(e2)<283>ENTITY_46079(e2)<END>,4,nan,<START><21>kick<120>kick<141>kick<162>kick<183>man<220>man is kick -ed by<241>man is kick -ed by<262>man is kick -ed by<283>man is kick -ed by<304>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,action_patient_event_agent,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.454545454545,3.27272727273,28.8,19.0,11.0,1.0,0.0,0.0526315789474,0.0227272727273,3.27272727273,<START><204>ENTITY_46079(e2)<225>ENTITY_46079(e2)<246>ENTITY_46079(e2)<267>ENTITY_46079(e2)<288>ENTITY_46079(e2)<END>,5,nan,<START><21>kick<120>kick<141>kick<162>kick<183>kick<204>man is kick -ed by<225>man is kick -ed by<246>man is kick -ed by<267>man is kick -ed by<288>man is kick -ed by<309>man is kick -ed by girl<END>
